image,caption
http://images.cocodataset.org/val2014/COCO_train2014_000000083262.jpg,Some very big cows with horns laying in the grass.
http://images.cocodataset.org/val2014/COCO_train2014_000000083262.jpg,Bulls lay down in a grassy field during the day.
http://images.cocodataset.org/val2014/COCO_train2014_000000083262.jpg,The cattle are lying in the grassy field.
http://images.cocodataset.org/val2014/COCO_train2014_000000083262.jpg,two large steer are out in a field of grass.
http://images.cocodataset.org/val2014/COCO_train2014_000000083262.jpg,Two cows lying down in a grass meadow.
http://images.cocodataset.org/val2014/COCO_train2014_000000542412.jpg,A man jumping up and swinging a tennis racket.
http://images.cocodataset.org/val2014/COCO_train2014_000000542412.jpg,The man jumps to reach the tennis ball with his racket.
http://images.cocodataset.org/val2014/COCO_train2014_000000542412.jpg,A man jumping up into the air holding a racquet.
http://images.cocodataset.org/val2014/COCO_train2014_000000542412.jpg,A man in white shirt and white shorts playing a game of tennis.
http://images.cocodataset.org/val2014/COCO_train2014_000000542412.jpg,A tennis player in mid air action on the court.
http://images.cocodataset.org/val2014/COCO_val2014_000000374062.jpg,A man holding a frisbee in his hands and biting it with his mouth.
http://images.cocodataset.org/val2014/COCO_val2014_000000374062.jpg,a man in a vest holding a plate with his mouth.
http://images.cocodataset.org/val2014/COCO_val2014_000000374062.jpg,A boy in a white tank top biting a white frisbee.
http://images.cocodataset.org/val2014/COCO_val2014_000000374062.jpg,A young man holding a frisbee in his mouth.
http://images.cocodataset.org/val2014/COCO_val2014_000000374062.jpg,Young man biting on a white frisbee while holding it in his left hand.
http://images.cocodataset.org/val2014/COCO_val2014_000000442175.jpg,Old, tusked elephant eating grass with his buddies.
http://images.cocodataset.org/val2014/COCO_val2014_000000442175.jpg,A herd of elephants walking on top a dry grass field.
http://images.cocodataset.org/val2014/COCO_val2014_000000442175.jpg,Large group of elephants standing near each other in grass.
http://images.cocodataset.org/val2014/COCO_val2014_000000442175.jpg,animals enjoy each others company in the sun.
http://images.cocodataset.org/val2014/COCO_val2014_000000442175.jpg,A group of elephants standing in a grassy field.
http://images.cocodataset.org/val2014/COCO_train2014_000000466714.jpg,An oven sitting inside of a counter with a counter top.
http://images.cocodataset.org/val2014/COCO_train2014_000000466714.jpg,Stainless steel oven built into a white counter.
http://images.cocodataset.org/val2014/COCO_train2014_000000466714.jpg,A oven with a counter next to it on a white wall.
http://images.cocodataset.org/val2014/COCO_train2014_000000466714.jpg,A kitchen with a counter and sliver and black oven.
http://images.cocodataset.org/val2014/COCO_train2014_000000466714.jpg,White counter top over a oven with no stove top.
http://images.cocodataset.org/val2014/COCO_val2014_000000337042.jpg,An asian city is all lit up in the dark.
http://images.cocodataset.org/val2014/COCO_val2014_000000337042.jpg,A city is lit up at night and cars are in the street.
http://images.cocodataset.org/val2014/COCO_val2014_000000337042.jpg,A variety of signs are shown on the side of the road.
http://images.cocodataset.org/val2014/COCO_val2014_000000337042.jpg,A city area with bus, cars and people at night.
http://images.cocodataset.org/val2014/COCO_val2014_000000337042.jpg,Many neon lights at night in the city.
http://images.cocodataset.org/val2014/COCO_train2014_000000468305.jpg,A bus driving down a city street next to a tall building.
http://images.cocodataset.org/val2014/COCO_train2014_000000468305.jpg,A bus coming out of a tunnel during the day.
http://images.cocodataset.org/val2014/COCO_train2014_000000468305.jpg,there is a bus that has just turned the corner.
http://images.cocodataset.org/val2014/COCO_train2014_000000468305.jpg,The colorful bus is pulling out of the bus station.
http://images.cocodataset.org/val2014/COCO_train2014_000000468305.jpg,a large bus riding in the street outside a building.
http://images.cocodataset.org/val2014/COCO_train2014_000000100985.jpg,A tennis player is holding the racket behind his back.
http://images.cocodataset.org/val2014/COCO_train2014_000000100985.jpg,Exhausted tennis player stopping to rest during a match.
http://images.cocodataset.org/val2014/COCO_train2014_000000100985.jpg,A man is holding a tennis racket and surrounded by people.
http://images.cocodataset.org/val2014/COCO_train2014_000000100985.jpg,A man who is holding a tennis racket.
http://images.cocodataset.org/val2014/COCO_train2014_000000100985.jpg,The sweating tennis player is holding a racket.
http://images.cocodataset.org/val2014/COCO_train2014_000000146645.jpg,A woman standing in a market filled with bananas.
http://images.cocodataset.org/val2014/COCO_train2014_000000146645.jpg,Two women are arranging bananas for a market.
http://images.cocodataset.org/val2014/COCO_train2014_000000146645.jpg,Several women with baskets surrounded by a huge amount of bananas.
http://images.cocodataset.org/val2014/COCO_train2014_000000146645.jpg,Two women with baskets are picking out bananas.
http://images.cocodataset.org/val2014/COCO_train2014_000000146645.jpg,Three women sitting in the middle of a bunch of bananas.
http://images.cocodataset.org/val2014/COCO_val2014_000000529631.jpg,Group in darklit room talking and looking at their cell phones holding wine glasses.
http://images.cocodataset.org/val2014/COCO_val2014_000000529631.jpg,three people drinking wine while looking at a cellphone.
http://images.cocodataset.org/val2014/COCO_val2014_000000529631.jpg,A group of people stand and drink out of glasses.
http://images.cocodataset.org/val2014/COCO_val2014_000000529631.jpg,Three people are looking at their cell phones and drinking wine.
http://images.cocodataset.org/val2014/COCO_val2014_000000529631.jpg,Three people drinking wine in a bar are talking about something on their cell phones.
http://images.cocodataset.org/val2014/COCO_val2014_000000016631.jpg,A street sign that has been altered with graffiti.
http://images.cocodataset.org/val2014/COCO_val2014_000000016631.jpg,The street sign in posted near people walking across a road.
http://images.cocodataset.org/val2014/COCO_val2014_000000016631.jpg,A street sign is front of a row of buildings.
http://images.cocodataset.org/val2014/COCO_val2014_000000016631.jpg,Pedestrian sign and bus sign in urban area.
http://images.cocodataset.org/val2014/COCO_val2014_000000016631.jpg,a black and white photo of some people signs and buildings.
http://images.cocodataset.org/val2014/COCO_train2014_000000449866.jpg,Several tennis players on multiple out door tennis courts playing.
http://images.cocodataset.org/val2014/COCO_train2014_000000449866.jpg,Several people playing tennis on multiple tennis courts.
http://images.cocodataset.org/val2014/COCO_train2014_000000449866.jpg,A group of people play tennis on several courts.
http://images.cocodataset.org/val2014/COCO_train2014_000000449866.jpg,A group of people standing on top of a tennis court holding racquets.
http://images.cocodataset.org/val2014/COCO_train2014_000000449866.jpg,A tennis court with several people standing on it.
http://images.cocodataset.org/val2014/COCO_train2014_000000323491.jpg,A pitcher on the pitching  winding up for the pitch.
http://images.cocodataset.org/val2014/COCO_train2014_000000323491.jpg,A baseball pitcher winds up to throw the ball toward the catcher.
http://images.cocodataset.org/val2014/COCO_train2014_000000323491.jpg,A baseball player preparing to pitch a ball on a baseball field.
http://images.cocodataset.org/val2014/COCO_train2014_000000323491.jpg,A man in a pitching pose on a baseball mound.
http://images.cocodataset.org/val2014/COCO_train2014_000000344190.jpg,Boy in red hat does skateboarding trick on pavement.
http://images.cocodataset.org/val2014/COCO_train2014_000000344190.jpg,a person jumping a skate board in the air.
http://images.cocodataset.org/val2014/COCO_train2014_000000344190.jpg,This kid who is Pinoy is  skateboarding over an ollie jump.
http://images.cocodataset.org/val2014/COCO_train2014_000000344190.jpg,A boy jumping on a skateboard on concrete.
http://images.cocodataset.org/val2014/COCO_train2014_000000344190.jpg,A man riding through the air on a skateboard.
http://images.cocodataset.org/val2014/COCO_val2014_000000213434.jpg,A baseball player running on a field during a game.
http://images.cocodataset.org/val2014/COCO_val2014_000000213434.jpg,A baseball player running the bases during a game.
http://images.cocodataset.org/val2014/COCO_val2014_000000213434.jpg,A baseball player runs the bases at a game.
http://images.cocodataset.org/val2014/COCO_val2014_000000213434.jpg,A baseball player running to a base in the field.
http://images.cocodataset.org/val2014/COCO_val2014_000000213434.jpg,A man in a baseball uniform running toward a base.
http://images.cocodataset.org/val2014/COCO_train2014_000000032611.jpg,A being is doing something as of right now that is splendid.
http://images.cocodataset.org/val2014/COCO_train2014_000000032611.jpg,A little boy that is sitting at a table in front of a plate.
http://images.cocodataset.org/val2014/COCO_train2014_000000032611.jpg,A toddler boy is sitting at a table and eating food.
http://images.cocodataset.org/val2014/COCO_train2014_000000032611.jpg,A little kid eating food while sitting at a table.
http://images.cocodataset.org/val2014/COCO_train2014_000000032611.jpg,A young boy with a bib sitting at a table.
http://images.cocodataset.org/val2014/COCO_val2014_000000453029.jpg,a steam locomotive on a narrow gauge track.
http://images.cocodataset.org/val2014/COCO_val2014_000000453029.jpg,Vintage black and white photograph of a train.
http://images.cocodataset.org/val2014/COCO_val2014_000000453029.jpg,A steam engine train traveling on railroad tracks.
http://images.cocodataset.org/val2014/COCO_val2014_000000453029.jpg,A train traveling along track near a wall.
http://images.cocodataset.org/val2014/COCO_val2014_000000453029.jpg,A train conductor sits in the front of an old locomotive.
http://images.cocodataset.org/val2014/COCO_train2014_000000140100.jpg,two red vintage tour buses parked in a field.
http://images.cocodataset.org/val2014/COCO_train2014_000000140100.jpg,There is a old red and white truck on the grass.
http://images.cocodataset.org/val2014/COCO_train2014_000000140100.jpg,Double decker van parked out on the grass.
http://images.cocodataset.org/val2014/COCO_train2014_000000140100.jpg,A red and white bus in grassy area next to building.
http://images.cocodataset.org/val2014/COCO_train2014_000000140100.jpg,An old red two level bus parked in a field.
http://images.cocodataset.org/val2014/COCO_train2014_000000043506.jpg,A yellow trains parked next to a train station.
http://images.cocodataset.org/val2014/COCO_train2014_000000043506.jpg,a yellow train is coming down some tracks.
http://images.cocodataset.org/val2014/COCO_train2014_000000043506.jpg,a yellow train coming down the train track.
http://images.cocodataset.org/val2014/COCO_train2014_000000043506.jpg,A colorful train is at the train station.
http://images.cocodataset.org/val2014/COCO_train2014_000000043506.jpg,A yellow train traveling under a bridge near the traffic light.
http://images.cocodataset.org/val2014/COCO_val2014_000000020788.jpg,A woman hovering over food on a wooden table.
http://images.cocodataset.org/val2014/COCO_val2014_000000020788.jpg,an older Asian woman fixing food on a table.
http://images.cocodataset.org/val2014/COCO_val2014_000000020788.jpg,A lady is preparing a table with dishes of food.
http://images.cocodataset.org/val2014/COCO_val2014_000000020788.jpg,A woman standing over a table of food.
http://images.cocodataset.org/val2014/COCO_val2014_000000020788.jpg,A woman puts the finishing touches on several plates of food.
http://images.cocodataset.org/val2014/COCO_val2014_000000034657.jpg,A group of guys on a couch watching tv.
http://images.cocodataset.org/val2014/COCO_val2014_000000034657.jpg,Three men sitting on a couch next to each other.
http://images.cocodataset.org/val2014/COCO_val2014_000000034657.jpg,Three guys sitting on the couch watching some television.
http://images.cocodataset.org/val2014/COCO_val2014_000000034657.jpg,an image of three men sitting on the couch watching tv.
http://images.cocodataset.org/val2014/COCO_val2014_000000034657.jpg,Three guys on a couch playing a video game.
http://images.cocodataset.org/val2014/COCO_train2014_000000107495.jpg,A little girl riding on the back of a horse.
http://images.cocodataset.org/val2014/COCO_train2014_000000107495.jpg,A young girl riding a horse in  an arena.
http://images.cocodataset.org/val2014/COCO_train2014_000000107495.jpg,A child is riding a horse on a track.
http://images.cocodataset.org/val2014/COCO_train2014_000000107495.jpg,A person riding a horse in the middle of a course.
http://images.cocodataset.org/val2014/COCO_train2014_000000107495.jpg,A young girl riding a horse in an arena.
http://images.cocodataset.org/val2014/COCO_train2014_000000070474.jpg,An open laptop computer sitting on a computer desk.
http://images.cocodataset.org/val2014/COCO_train2014_000000070474.jpg,A blurry laptop computer in the background with an unknown item in the foreground.
http://images.cocodataset.org/val2014/COCO_train2014_000000070474.jpg,A picture of a laptop with a red light on it.
http://images.cocodataset.org/val2014/COCO_train2014_000000070474.jpg,A view of a laptop in a dark room.
http://images.cocodataset.org/val2014/COCO_train2014_000000070474.jpg,A powered on laptop computer playing in a dark room.
http://images.cocodataset.org/val2014/COCO_train2014_000000490647.jpg,A man falls while skiing while other skiing stands next to him.
http://images.cocodataset.org/val2014/COCO_train2014_000000490647.jpg,One skier sits in the snow next to two standing skiers facing opposite directions.
http://images.cocodataset.org/val2014/COCO_train2014_000000490647.jpg,A group of people riding skis down a snow covered slope.
http://images.cocodataset.org/val2014/COCO_train2014_000000490647.jpg,two skiers standing and one sitting on the snow.
http://images.cocodataset.org/val2014/COCO_train2014_000000490647.jpg,a couple of people that are skiing down a hill.
http://images.cocodataset.org/val2014/COCO_train2014_000000098190.jpg,A boy with a glove playing baseball.
http://images.cocodataset.org/val2014/COCO_train2014_000000098190.jpg,A little boy standing at a base getting ready to catch a ball.
http://images.cocodataset.org/val2014/COCO_train2014_000000098190.jpg,A boy with a mitt standing next to a base.
http://images.cocodataset.org/val2014/COCO_train2014_000000098190.jpg,A young boy on a baseball field ready to catch the ball.
http://images.cocodataset.org/val2014/COCO_train2014_000000098190.jpg,a little boy standing at a base during a baseball game.
http://images.cocodataset.org/val2014/COCO_val2014_000000520108.jpg,A big screen TV in a fancy looking Hotel room.
http://images.cocodataset.org/val2014/COCO_val2014_000000520108.jpg,A bedroom with a bed dresser and large screen television.
http://images.cocodataset.org/val2014/COCO_val2014_000000520108.jpg,a bedroom with a bed and a flat screen television.
http://images.cocodataset.org/val2014/COCO_val2014_000000520108.jpg,A room with a bed and a flat screen television.
http://images.cocodataset.org/val2014/COCO_val2014_000000520108.jpg,A large screen TV in a small bedroom.
http://images.cocodataset.org/val2014/COCO_train2014_000000552054.jpg,There is a older man that is riding a horse and carriage.
http://images.cocodataset.org/val2014/COCO_train2014_000000552054.jpg,A horse pulled carriage with a man on top.
http://images.cocodataset.org/val2014/COCO_train2014_000000552054.jpg,A man holds the reins of a horse pulling his carriage.
http://images.cocodataset.org/val2014/COCO_train2014_000000552054.jpg,This horse is pulling a carriage with people on it.
http://images.cocodataset.org/val2014/COCO_train2014_000000552054.jpg,A horse that is pulling a carriage down a street.
http://images.cocodataset.org/val2014/COCO_train2014_000000221805.jpg,a boat floating by in the water on a cloudy day.
http://images.cocodataset.org/val2014/COCO_train2014_000000221805.jpg,A boat on water with clouds in the background.
http://images.cocodataset.org/val2014/COCO_train2014_000000221805.jpg,A ship with sails off in the distance.
http://images.cocodataset.org/val2014/COCO_train2014_000000221805.jpg,There is a boat going across some water.
http://images.cocodataset.org/val2014/COCO_train2014_000000221805.jpg,a large boat in a large body of water.
